Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,POS
elusion,7,2,0.69,5,3,2,NN
elusive,7,1196,7.09,6,3,2,JJ
elusiveness,11,6,1.79,9,4,NULL,NULL
elusory,7,0,0,6,4,NULL,NULL
Elvis,5,5227,8.56,5,2,1,NN
emaciate,8,2,0.69,7,4,3,VB
embarrassed,11,2986,8,8,3,2,VB|JJ
emaciated,9,141,4.95,9,5,4,JJ|VB
emaciation,10,9,2.2,8,5,4,NN
emanated,8,172,5.15,8,4,2,VB
emanating,9,527,6.27,8,4,2,VB
emanation,9,42,3.74,7,4,2,NN
emanations,10,105,4.65,8,4,3,NN
emancipate,10,76,4.33,9,4,2,VB
emancipated,11,108,4.68,11,5,3,VB|JJ
emancipator,11,21,3.04,10,5,3,NN
emasculate,10,56,4.03,10,4,3,VB
emasculated,11,82,4.41,12,5,4,VB
emancipation,12,513,6.24,10,5,3,NN
emasculation,12,27,3.3,11,5,4,NN
embalm,6,9,2.2,5,2,2,VB
embalmment,10,2,0.69,9,3,3,NN
embank,6,0,0,6,2,2,VB
embargo,7,3228,8.08,7,3,1,NN
embark,6,469,6.15,6,2,2,VB
embarked,8,419,6.04,7,2,3,VB
embarrass,9,738,6.6,7,3,1,VB
embankment,10,142,4.96,10,3,3,NN
embarkation,11,36,3.58,9,4,3,NN
embarrassingly,14,136,4.91,11,5,3,RB
embarrassment,13,2119,7.66,11,4,2,NN
embassies,9,516,6.25,7,3,2,NN
embassy,7,4493,8.41,6,3,1,NN
embattled,9,148,5,7,3,3,JJ
embed,5,736,6.6,5,2,2,VB
embedded,8,8792,9.08,7,3,3,VB
embellish,9,115,4.74,7,3,3,VB
embellished,11,142,4.96,8,3,4,VB
embellishment,13,130,4.87,11,4,4,NN
ember,5,593,6.39,4,2,1,NN
embezzle,8,21,3.04,6,3,1,VB
embezzlement,12,196,5.28,10,4,2,NN
embezzling,10,65,4.17,8,4,2,VB
embitter,8,6,1.79,6,3,2,VB
embittered,10,168,5.12,7,3,3,VB
emblazon,8,6,1.79,7,3,1,VB
emblem,6,579,6.36,6,2,1,NN
emblematic,10,50,3.91,10,4,2,JJ
embodied,8,887,6.79,7,3,3,VB
embodies,8,371,5.92,7,3,3,VB
embodiment,10,447,6.1,10,4,3,NN
embodiments,11,46,3.83,11,4,4,NN
embody,6,643,6.47,6,3,2,VB
embodying,9,112,4.72,8,4,3,VB|NN
embolden,8,31,3.43,7,3,3,VB
emboldened,10,151,5.02,8,3,4,VB|JJ
embolism,8,68,4.22,8,4,2,NN
emboss,6,35,3.56,5,2,2,VB
embossed,8,659,6.49,6,2,3,JJ|VB
embrace,7,3151,8.06,6,2,1,VB|NN
embraced,8,1358,7.21,7,2,2,VB
embraces,8,477,6.17,8,3,2,VB|NN
embracing,9,676,6.52,8,3,2,VB
embroider,9,41,3.71,7,3,1,VB
embroidered,11,357,5.88,8,3,2,VB
embroideries,12,58,4.06,9,4,NULL,NULL
embroil,7,14,2.64,6,2,2,VB
embroiled,9,220,5.39,7,2,3,JJ|VB
embroidery,10,925,6.83,8,4,2,NN
embryo,6,1557,7.35,6,3,1,NN
embryonic,9,260,5.56,9,4,2,JJ
emcee,5,52,3.95,4,2,2,NN
emerald,7,6222,8.74,7,3,1,JJ|NN
emeralds,8,159,5.07,8,3,2,NN
emerge,6,2224,7.71,4,2,2,VB
emerged,7,2517,7.83,5,2,3,VB
emergence,9,1421,7.26,7,3,3,NN
emergencies,11,987,6.89,9,4,2,NN
emergency,9,13361,9.5,8,4,1,NN
emergent,8,422,6.05,7,3,3,JJ|NN
emerges,7,919,6.82,6,3,3,VB
emerging,8,5797,8.67,6,3,3,VB
emeritus,8,780,6.66,8,4,1,NN
emery,5,801,6.69,5,3,1,NN
emigrant,8,127,4.84,8,3,3,NN
emigrate,8,327,5.79,7,3,3,VB
emigrated,9,715,6.57,9,4,4,VB
empathy,7,2166,7.68,6,3,3,NN
emperor,7,5122,8.54,6,3,1,NN
emigrating,10,104,4.64,9,4,4,VB|NN
emigration,10,376,5.93,8,4,4,NN
eminence,8,139,4.93,7,3,2,NN
eminent,7,767,6.64,7,3,2,JJ|NN
eminently,9,386,5.96,9,4,3,RB
wood,4,24035,10.09,3,1,1,NN
emissaries,10,115,4.74,8,4,4,NN
emissary,8,645,6.47,7,4,3,NN
emission,8,1831,7.51,5,3,3,NN
woof,4,954,6.86,3,1,1,NN|VB
emitted,7,990,6.9,6,3,3,VB
emitting,8,567,6.34,6,3,3,VB
wool,4,2066,7.63,3,1,1,NN
Emmanuel,8,927,6.83,8,3,1,NN
Emma's,6,93,4.53,4,2,2,encl
emollient,9,5,1.61,8,3,1,JJ|NN
emote,5,57,4.04,4,2,1,VB
emotion,7,4530,8.42,5,3,2,NN
emotionless,11,132,4.88,8,4,3,JJ
emotions,8,5682,8.65,6,3,3,NN
emotive,7,219,5.39,6,3,2,JJ
emotional,9,11869,9.38,7,4,3,JJ
emotionalism,12,120,4.79,10,6,4,NN
emotionality,12,30,3.4,10,6,4,NN
emotionally,11,3528,8.17,8,5,4,RB
emperors,8,528,6.27,7,3,2,NN
emperor's,9,848,6.74,7,3,2,encl
emphases,8,135,4.91,7,3,3,NN
emphasis,8,10226,9.23,7,3,3,NN
emphasize,9,3258,8.09,7,3,3,VB
emphasized,10,1865,7.53,8,3,4,VB
emphasizes,10,1111,7.01,9,4,4,VB
emphasizing,11,1012,6.92,9,4,4,VB
emphatic,8,347,5.85,7,3,2,JJ
emphatically,12,706,6.56,9,4,3,RB
emphysema,9,115,4.74,8,4,1,NN
empire,6,16228,9.69,5,2,1,NN
empires,7,7138,8.87,6,2,2,NN
empiric,7,31,3.43,7,3,1,JJ
empirical,9,2679,7.89,8,4,2,JJ
empties,7,249,5.52,6,2,2,VB|NN
empirically,11,648,6.47,9,4,2,RB
empiricism,10,230,5.44,10,5,2,NN
empiricist,10,118,4.77,10,4,2,NN
employ,6,3582,8.18,5,2,1,VB|NN
employable,10,99,4.6,8,3,2,JJ
employed,8,6857,8.83,6,2,2,VB
employee,8,11023,9.31,6,3,2,NN
employees,9,19940,9.9,7,3,3,NN
employee's,10,469,6.15,7,3,NULL,NULL
employer,8,27757,10.23,6,2,2,NN
employers,9,13155,9.48,7,2,3,NN
employing,9,1501,7.31,7,3,2,VB
employment,10,22833,10.04,9,3,2,NN
employs,7,1691,7.43,6,2,2,VB
emporium,8,976,6.88,8,3,2,NN
empower,7,1025,6.93,5,2,2,VB
empowered,9,1122,7.02,6,2,3,VB
empowering,10,529,6.27,7,3,3,VB
empress,7,590,6.38,6,2,2,NN
emptied,7,722,6.58,6,2,2,VB
emptier,7,31,3.43,6,2,2,JJ
emptiness,9,1231,7.12,8,3,2,NN
empty,5,19261,9.87,5,2,1,JJ|VB|NN
emptying,8,407,6.01,7,3,2,VB
word,4,138155,11.84,3,1,1,NN
emulate,7,3228,8.08,7,3,2,VB
emulated,8,1135,7.03,9,4,3,VB
emulation,9,7378,8.91,8,4,3,NN
emulsified,10,13,2.56,9,4,3,JJ|VB
emulsify,8,11,2.4,8,4,2,VB
emulsion,8,377,5.93,6,3,2,NN|VB
enable,6,12551,9.44,5,3,2,VB
enabled,7,7398,8.91,6,3,3,VB
enables,7,5403,8.59,6,3,3,VB
enabling,8,2624,7.87,7,4,3,VB
enact,5,816,6.7,5,2,2,VB
enacted,7,2791,7.93,7,3,3,VB
enacting,8,320,5.77,7,3,3,VB
enactment,9,607,6.41,9,3,3,NN
enamel,6,334,5.81,5,3,1,NN
enamelled,9,12,2.48,6,3,2,JJ|VB
enamelware,10,2,0.69,9,4,NULL,NN
enameling,9,21,3.04,7,4,2,VB|NN|JJ
enamour,7,4,1.39,5,3,2,VB
encamp,6,5,1.61,6,2,2,VB
encamped,8,40,3.69,7,2,3,VB
encampment,10,152,5.02,10,3,3,NN
encapsulate,11,390,5.97,10,4,3,VB
encase,6,55,4.01,5,2,2,VB
encased,7,418,6.04,6,2,3,VB
encephalic,10,2,0.69,9,4,3,JJ
encephalitis,12,187,5.23,11,5,3,NN
enchain,7,0,0,5,2,2,VB
enchained,9,25,3.22,6,2,3,VB|JJ
enchant,7,1933,7.57,6,2,1,VB
enchanted,9,2236,7.71,8,3,2,VB
enchanter,9,572,6.35,7,3,2,NN
enchanting,10,238,5.47,8,3,2,JJ
enchantingly,12,3,1.1,10,4,3,RB
encountered,11,7826,8.97,8,3,3,VB
encounters,10,3247,8.09,8,3,3,NN|VB
encourage,9,16191,9.69,7,3,2,VB
enchantment,11,3440,8.14,10,3,2,NN
enchantress,11,2202,7.7,9,3,2,NN
encipher,8,13,2.56,6,3,NULL,VB
enciphered,10,47,3.85,7,3,NULL,NULL
encircle,8,130,4.87,6,3,2,VB
encircled,9,236,5.46,7,3,3,VB
encirclement,12,51,3.93,10,4,3,NN
enclave,7,588,6.38,6,2,1,NN
enclaves,8,255,5.54,7,2,2,NN
enclose,7,1926,7.56,6,2,2,VB
enclosed,8,5093,8.54,7,2,3,VB|JJ
encloses,8,67,4.2,8,3,3,VB
enclosing,9,610,6.41,8,3,3,VB
enclosure,9,1831,7.51,7,3,3,NN
encode,6,1762,7.47,5,2,2,VB
encompass,9,975,6.88,8,3,2,VB
encompassed,11,242,5.49,9,3,3,VB
encompasses,11,1009,6.92,10,4,3,VB
encore,6,2173,7.68,5,2,1,NN
encores,7,150,5.01,6,2,2,NN
encounter,9,8451,9.04,7,3,2,VB|NN
encouraged,10,12437,9.43,8,3,3,VB|JJ
encourages,10,2801,7.94,9,4,3,VB
encouragement,13,2164,7.68,11,4,3,NN
encouraging,11,4268,8.36,9,4,3,VB
encouragingly,13,43,3.76,11,5,4,RB
encroach,8,96,4.56,6,2,1,VB
encroached,10,36,3.58,7,2,2,VB
encroaching,11,183,5.21,8,3,2,VB
encroachment,12,332,5.81,10,3,2,NN
encrust,7,13,2.56,7,2,2,VB
encrustation,12,13,2.56,10,4,3,NN
encrusted,9,167,5.12,9,3,3,JJ|VB
encumber,8,38,3.64,7,3,2,VB
encumbered,10,170,5.14,8,3,3,VB|JJ
encumbrances,12,29,3.37,12,4,4,NN
encyclopedia,12,4635,8.44,12,5,4,NN
encyclopedias,13,337,5.82,13,5,5,NN
wore,4,5574,8.63,3,1,1,VB
endanger,8,708,6.56,7,3,2,VB
endangered,10,2770,7.93,8,3,3,VB|JJ
encyclopedic,12,196,5.28,12,5,4,JJ
endangering,11,448,6.1,9,4,3,VB
endeared,8,72,4.28,6,2,3,VB
endearing,9,377,5.93,7,3,3,JJ|VB
endearment,10,183,5.21,9,3,3,NN
endearments,11,22,3.09,10,3,4,NN
endeavor,8,2365,7.77,6,3,1,NN|VB
endeavored,10,100,4.61,7,3,2,VB
endeavoring,11,50,3.91,8,4,2,VB|NN|JJ
endeavors,9,1257,7.14,7,3,2,NN|VB
ended,5,18912,9.85,5,2,2,VB
endemic,7,509,6.23,7,3,2,JJ
endgame,7,405,6,6,2,2,NN
ending,6,14130,9.56,5,2,2,VB|NN
endings,7,1582,7.37,6,2,3,NN
endive,6,67,4.2,5,2,1,NN
endless,7,6157,8.73,6,2,2,JJ
endlessly,9,1291,7.16,8,3,3,RB
work,4,451298,13.02,3,1,1,NN|VB
dukedom,7,22,3.09,6,2,2,NN
dukes,5,449,6.11,4,1,2,NN
duke's,6,424,6.05,4,1,2,encl
dulcimer,8,359,5.88,7,3,NULL,NN
worm,4,4110,8.32,3,1,1,NN|VB
dullard,7,187,5.23,5,2,2,NN
dulled,6,147,4.99,4,1,2,VB|JJ
duller,6,116,4.75,4,2,2,JJ
Dulles,6,536,6.28,5,2,1,NN
dullest,7,63,4.14,6,2,2,JJ
dullness,8,84,4.43,6,2,2,NN
dulls,5,42,3.74,4,1,2,VB
dully,5,59,4.08,5,2,2,RB
worn,4,8275,9.02,4,1,2,VB|JJ
Dumas,5,387,5.96,4,2,1,NN
wort,4,1623,7.39,3,1,1,NN
dumbbell,8,102,4.62,6,2,2,NN
dumbbells,9,108,4.68,7,2,3,NN
dumbwaiter,10,15,2.71,7,3,3,NN
dumdum,6,18,2.89,6,2,1,NN
dummies,7,1000,6.91,5,2,3,NN
dummy,5,3449,8.15,4,2,2,NN|JJ
wove,4,116,4.75,3,1,1,VB
dumped,6,4482,8.41,5,1,2,VB
dumping,7,2467,7.81,6,2,2,VB|NN
dumpling,8,105,4.65,7,2,2,NN
dumps,5,2064,7.63,5,1,2,VB|NN
dumpy,5,85,4.44,5,2,2,JJ
wrap,4,5973,8.7,3,1,1,VB|NN
dunce,5,186,5.23,4,1,1,NN
dunderhead,10,28,3.33,8,3,2,NN
wren,4,692,6.54,3,1,1,NN
dunes,5,430,6.06,4,1,2,NN
writ,4,1279,7.15,3,1,1,NN
dungaree,8,2,0.69,7,3,1,NN
dungeon,7,3526,8.17,6,2,1,NN
dunghill,8,6,1.79,6,2,2,NN
yaks,4,122,4.8,4,1,2,NN|VB
Yale,4,4146,8.33,3,1,1,NN
duodenum,8,37,3.61,8,3,2,NN
duologue,8,0,0,6,3,NULL,NN
yank,4,1559,7.35,4,1,1,NN|VB
duped,5,526,6.27,4,1,2,VB
duplex,6,1370,7.22,7,2,3,NN
durable,7,2234,7.71,6,3,2,JJ
duration,8,7054,8.86,6,3,2,NN
duplicable,10,21,3.04,9,4,3,JJ
duplicate,9,5234,8.56,8,3,3,JJ|NN
duplicated,10,1394,7.24,10,4,4,VB|JJ
duplication,11,1440,7.27,9,4,4,NN
duplicity,9,384,5.95,9,4,3,NN
durations,9,246,5.51,7,3,3,NN
duress,6,307,5.73,5,2,1,NN
during,6,137335,11.83,5,2,2,minor|NN|VB
yard,4,7418,8.91,4,1,1,NN
dusky,5,90,4.5,5,2,2,JJ
Dusseldorf,10,244,5.5,8,3,2,NN
yarn,4,3131,8.05,4,1,1,NN
dustbin,7,221,5.4,6,2,2,NN
dustbowl,8,7,1.95,7,2,NULL,NULL
dustcoat,8,0,0,7,2,2,NN
dusted,6,297,5.69,6,2,2,VB
duster,6,342,5.83,5,2,2,NN
dusting,7,287,5.66,6,2,2,VB|NN
dustless,8,4,1.39,7,2,2,JJ
dustpan,7,10,2.3,6,2,2,NN
dusts,5,66,4.19,5,1,2,VB|NN
dusty,5,1887,7.54,5,2,2,JJ|NN
Dutch,5,8370,9.03,3,1,1,JJ|NN
dutchess,8,108,4.68,5,2,NULL,NULL
Dutchman,8,344,5.84,6,2,2,NN
duties,6,9228,9.13,5,2,2,NN
dutiful,7,116,4.75,6,3,2,JJ
yawl,4,30,3.4,3,1,1,NN
duvet,5,28,3.33,4,2,1,NN
dwarf,5,4768,8.47,5,1,1,NN|VB
dwarfed,7,148,5,6,1,2,VB
dwarfs,6,720,6.58,6,1,2,NN|VB
dwell,5,1487,7.3,4,1,1,VB
dweller,7,187,5.23,5,2,2,NN
dwellers,8,1774,7.48,6,2,3,NN
dwelling,8,864,6.76,6,2,2,NN|VB
dwellings,9,226,5.42,7,2,3,NN
dwells,6,317,5.76,5,1,2,VB
dwelt,5,170,5.14,5,1,2,VB
dwindle,7,156,5.05,6,2,1,VB
dwindled,8,178,5.18,7,2,2,VB
dwindling,9,422,6.05,8,3,2,VB
yawn,4,1333,7.2,3,1,1,NN|VB
yaws,4,16,2.77,3,1,2,NN|VB
dyeing,6,134,4.9,4,2,2,NN|VB
dyestuff,8,4,1.39,6,2,2,NN
dying,5,10151,9.23,4,2,2,VB|NN
Dylan,5,7190,8.88,5,2,1,NN
dynamic,7,16682,9.72,7,3,2,JJ|NN
dynamical,9,633,6.45,8,4,3,JJ
dynamically,11,3071,8.03,9,4,3,RB
dynamics,8,6244,8.74,8,3,2,NN
dynamism,8,133,4.89,8,4,2,NN
dynamite,8,1724,7.45,7,3,2,NN
dynamited,9,76,4.33,9,4,3,JJ|VB
dynamo,6,504,6.22,6,3,2,NN
dynastic,8,98,4.58,8,3,2,JJ
dynasties,9,267,5.59,8,3,3,NN
dynasty,7,2344,7.76,7,3,2,NN
dysentery,9,41,3.71,8,4,1,NN
dyslexia,8,538,6.29,9,3,3,NN
dyspeptic,9,10,2.3,9,3,3,JJ
dystrophy,9,111,4.71,8,3,2,NN
yeah,4,50018,10.82,3,1,1,minor|NN
eager,5,4690,8.45,3,2,1,JJ
eagerly,7,2099,7.65,5,3,2,RB
eagerness,9,430,6.06,6,3,2,NN
eagle,5,6845,8.83,3,2,1,NN
eagles,6,2807,7.94,4,2,2,NN
eagle's,7,377,5.93,5,2,NULL,NULL
eaglet,6,17,2.83,5,2,1,NN
year,4,246566,12.42,3,1,1,NN
earache,7,233,5.45,4,2,2,NN
eardrop,7,1,0,6,2,NULL,NN
eardrum,7,72,4.28,6,2,2,NN
eardrums,8,77,4.34,7,2,3,NN
eared,5,84,4.43,3,1,NULL,JJ
yell,4,3322,8.11,3,1,1,NN|VB
earldom,7,27,3.3,5,2,2,NN
earlier,7,40303,10.6,4,2,2,RB|JJ
earliest,8,4262,8.36,6,3,2,JJ|RB
earliness,9,2,0.69,6,3,2,NN
earlobe,7,151,5.02,5,3,NULL,NULL
early,5,75759,11.24,3,2,1,JJ|RB|NN
earmark,7,45,3.81,6,2,2,VB
earmarked,9,295,5.69,7,2,3,JJ|VB
earmuff,7,0,0,5,2,2,NN
yelp,4,212,5.36,4,1,1,NN|VB
earned,6,7136,8.87,3,1,2,VB|JJ
earnest,7,1435,7.27,5,2,1,JJ|NN
earnestly,9,326,5.79,7,3,2,RB
earnestness,11,69,4.23,8,3,2,NN
earning,7,3517,8.17,4,2,2,VB|NN
earnings,8,4528,8.42,5,2,3,NN
earns,5,1238,7.12,3,1,2,VB
earphone,8,142,4.96,5,2,2,NN
earphones,9,121,4.8,6,2,3,NN
earpiece,8,75,4.32,5,2,2,NN
earplug,7,23,3.14,6,2,2,NN
earring,7,417,6.03,5,2,2,NN
earrings,8,875,6.77,6,2,3,NN
yeti,4,2772,7.93,4,2,1,NN
earshot,7,215,5.37,5,2,2,NN
earth,5,61680,11.03,2,1,1,NN|VB
earthbound,10,89,4.49,6,2,2,JJ
earthen,7,133,4.89,3,2,2,JJ
earsplitting,12,7,1.95,9,3,3,JJ
earthenware,11,43,3.76,6,3,3,NN
earthling,9,128,4.85,5,2,2,NN
earthly,7,959,6.87,4,2,2,JJ
earthmoving,11,12,2.48,7,3,3,JJ|NN
earthquake,10,5617,8.63,6,2,2,NN
earthquakes,11,2027,7.61,7,2,3,NN
earth's,7,3925,8.28,3,1,2,encl
earthshaking,12,24,3.18,7,3,3,JJ
earthworm,9,303,5.71,5,2,2,NN
earthy,6,206,5.33,3,2,2,JJ
earwax,6,32,3.47,6,2,2,NN
yoga,4,1985,7.59,4,2,1,NN
eased,5,914,6.82,3,1,2,VB
easel,5,226,5.42,3,2,1,NN
easement,8,113,4.73,6,2,2,NN
easements,9,73,4.29,7,2,3,NN
easier,6,46413,10.75,4,2,3,JJ|NN|RB
easiest,7,7936,8.98,6,3,3,JJ|NN
easily,6,52243,10.86,5,3,3,RB
easing,6,587,6.38,4,2,2,VB|NN
yoke,4,996,6.9,3,1,1,NN|VB
eastbound,9,168,5.12,7,2,2,RB|JJ
Easter,6,3226,8.08,4,2,1,NN
eastern,7,19095,9.86,5,2,2,JJ|NN
easterner,9,50,3.91,6,3,3,NN
easterners,10,83,4.42,7,3,4,NN
easternmost,11,20,3,9,3,3,JJ
eastward,8,302,5.71,6,2,2,RB
yolk,4,324,5.78,3,1,1,NN
easygoing,9,103,4.63,7,4,4,JJ
yore,4,383,5.95,3,1,1,NN|minor
eatable,7,16,2.77,5,3,2,JJ
eaten,5,4257,8.36,3,2,2,VB|JJ
eaters,6,805,6.69,4,2,3,NN
eating,6,16624,9.72,4,2,2,VB|NN
York,4,79856,11.29,4,1,1,NN
eavesdrop,9,138,4.93,7,2,1,VB
your,4,1711893,14.35,3,1,1,minor
ebbing,6,81,4.39,4,2,2,VB
yowl,4,76,4.33,3,1,1,VB|NN
ebony,5,4127,8.33,5,3,2,NN
eccentric,9,919,6.82,9,3,3,JJ
eccentricities,14,84,4.43,13,5,5,NN
eccentricity,12,166,5.11,12,5,4,NN
eccentrics,10,125,4.83,10,3,4,NN
ecclesiastic,12,12,2.48,11,5,3,NN|JJ
echelon,7,251,5.53,6,3,1,NN
echelons,8,219,5.39,7,3,2,NN
zany,4,288,5.66,4,2,1,JJ
ecclesiastical,14,335,5.81,12,6,4,JJ
echoed,6,1124,7.02,4,2,2,VB
echoes,6,1347,7.21,4,2,2,NN|VB
echoing,7,756,6.63,5,3,2,VB
eclair,6,51,3.93,5,2,NULL,NN
eclectic,8,991,6.9,8,3,1,JJ
eclectically,12,6,1.79,10,4,2,RB
eclecticism,11,40,3.69,11,5,2,NN
eclipse,7,2658,7.89,6,2,1,NN
eclipsed,8,334,5.81,7,2,2,VB
eclipses,8,250,5.52,8,3,2,NN
eclipsing,9,89,4.49,8,3,2,VB|NN
ecliptic,8,213,5.36,8,3,1,JJ
ecological,10,2318,7.75,9,5,4,JJ
ecology,7,2998,8.01,7,4,3,NN
economic,8,37730,10.54,8,4,2,JJ
economical,10,2301,7.74,9,5,3,JJ
economically,12,2783,7.93,10,5,4,RB
economics,9,11937,9.39,9,4,2,NN
economies,9,2079,7.64,8,4,3,NN
economist,9,2276,7.73,9,4,2,NN
economists,10,2285,7.73,10,4,3,NN
economist's,11,55,4.01,10,4,3,encl
economize,9,48,3.87,8,4,2,VB
economizing,11,11,2.4,10,5,3,VB|NN
economy,7,21828,9.99,7,4,2,NN
ecosystem,9,1319,7.18,9,4,2,NN
zeal,4,700,6.55,3,1,1,NN
ecstasy,7,2201,7.7,7,3,1,NN
ecstatic,8,876,6.78,8,3,2,JJ
Ecuador,7,3040,8.02,7,3,1,NN
eczema,6,431,6.07,6,3,1,NN
ectoplasm,9,54,3.99,9,4,2,NN
ecumenical,10,321,5.77,10,5,3,JJ
Eddie,5,8537,9.05,3,2,2,NN
eddies,6,202,5.31,4,2,3,NN
Eddie's,7,391,5.97,4,2,3,encl
zero,4,21278,9.97,4,2,1,minor|NN|VB
edema,5,181,5.2,5,3,NULL,NN
zest,4,288,5.66,4,1,1,NN
Edgar,5,2498,7.82,4,2,1,NN
zinc,4,1773,7.48,4,1,1,NN|JJ
edged,5,664,6.5,3,1,2,VB
edges,5,8889,9.09,4,2,2,NN|VB
edgewise,8,92,4.52,5,2,2,RB
edging,6,264,5.58,4,2,2,VB|NN
zing,4,220,5.39,3,1,1,NN
edible,6,982,6.89,5,3,1,JJ
edification,11,549,6.31,9,5,2,NN
edifice,7,198,5.29,6,3,1,NN
edified,7,29,3.37,6,3,2,JJ|VB
edify,5,75,4.32,5,3,1,VB
edifying,8,98,4.58,7,4,2,JJ|VB
Edison,6,1803,7.5,5,3,2,NN
Edison's,8,61,4.11,7,3,NULL,NULL
Zion,4,931,6.84,4,1,1,NN
edited,6,10370,9.25,6,3,2,VB
Edith,5,1023,6.93,4,2,1,NN
editing,7,14060,9.55,6,3,2,NN|VB
edition,7,43542,10.68,5,3,2,NN
editions,8,4495,8.41,6,3,3,NN
editor,6,45222,10.72,5,3,2,NN
editorial,9,6801,8.82,9,4,3,NN|JJ
editorialist,12,37,3.61,12,5,4,NN|JJ
editorials,10,788,6.67,10,4,4,NN
editors,7,11050,9.31,6,3,3,NN
editor's,8,1552,7.35,6,3,3,encl
editorship,10,33,3.5,8,4,3,NN
editorialize,12,48,3.87,11,5,4,VB
educate,7,4500,8.41,6,3,2,VB
educating,9,1526,7.33,8,4,3,VB
educations,10,390,5.97,8,4,4,NN
educators,9,2143,7.67,8,4,4,NN
educator's,10,41,3.71,8,4,4,encl
educated,8,7576,8.93,8,4,3,VB|JJ
education,9,58802,10.98,7,4,3,NN
educational,11,20906,9.95,9,5,4,JJ
educator,8,915,6.82,7,4,3,NN
Edward,6,14477,9.58,5,2,1,NN
Edward's,8,426,6.05,6,2,2,encl
zone,4,17300,9.76,3,1,1,NN
eerie,5,772,6.65,3,2,1,JJ
eerily,6,139,4.93,5,3,2,RB
effect,6,67019,11.11,5,2,2,NN|VB
effected,8,1259,7.14,7,3,3,VB
effecting,9,408,6.01,7,3,3,VB
effective,9,33590,10.42,7,3,3,JJ|NN
effectively,11,14005,9.55,9,4,4,RB
effectiveness,13,5083,8.53,10,4,4,NN
effects,7,42473,10.66,6,2,3,NN|VB
effectual,9,125,4.83,8,3,3,JJ
efforts,7,22086,10,5,2,2,NN
effuse,6,2,0.69,5,2,2,VB
effusion,8,27,3.3,6,3,3,NN
effusive,8,45,3.81,7,3,3,JJ
effectuate,10,24,3.18,8,4,3,VB
effeminate,10,209,5.34,8,4,3,JJ
effervesce,10,1,0,6,3,1,VB
effervescent,12,48,3.87,8,4,2,JJ
efficacious,11,185,5.22,8,4,3,JJ
efficacy,8,1300,7.17,7,4,3,NN
efficiencies,12,333,5.81,8,4,4,NN
efficiency,10,7565,8.93,7,4,3,NN
efficient,9,13335,9.5,6,3,3,JJ
efficiently,11,3429,8.14,8,4,4,RB
effigy,6,1631,7.4,5,3,1,NN
effloresce,10,0,0,7,3,3,VB
efflorescence,13,2,0.69,9,4,4,NN
efflorescent,12,9,2.2,9,4,4,JJ
effluent,8,203,5.31,7,2,3,NN
effluents,9,18,2.89,8,2,4,NN
effluvium,9,13,2.56,8,3,3,NN
effort,6,37651,10.54,4,2,1,NN
effortless,10,694,6.54,7,3,2,JJ
effortlessly,12,443,6.09,9,4,3,RB
egalitarian,11,372,5.92,11,5,2,JJ
egalitarianism,14,135,4.91,14,7,3,NN
zoom,4,4920,8.5,3,1,1,VB|NN
eggbeater,9,25,3.22,6,3,3,NN
eggcup,6,0,0,5,2,2,NN
egged,5,69,4.23,3,1,2,VB
egghead,7,833,6.73,5,2,2,NN
eggnog,6,59,4.08,5,2,NULL,NN
eggplant,8,642,6.46,7,2,2,NN
TRUE,4,0,0,3,1,1,JJ
eggshell,8,92,4.52,5,2,2,JJ
aah,3,222,5.4,NULL,NULL,NULL,NULL
egocentric,10,187,5.23,10,4,3,JJ
egocentricity,13,18,2.89,13,6,4,NN
egoism,6,202,5.31,6,4,2,NN
egoist,6,45,3.81,6,3,2,NN|JJ
ego's,5,106,4.66,4,2,2,encl
egotism,7,151,5.02,7,4,2,NN
egotist,7,53,3.97,7,3,2,NN
egotist's,9,0,0,8,3,3,encl
egotrip,7,4,1.39,7,3,2,NN
egregious,9,654,6.48,7,3,3,JJ
egregiously,11,124,4.82,9,4,4,RB
egret,5,60,4.09,5,2,1,NN
egrets,6,26,3.26,6,2,2,NN
Egypt,5,5513,8.61,5,2,1,NN
Egyptian,8,2907,7.97,6,3,2,JJ|NN
Egyptians,9,1238,7.12,7,3,3,NN
Abe,3,1235,7.12,2,1,1,NN
eidetic,7,43,3.76,6,3,NULL,JJ
eight,5,17470,9.77,2,1,1,minor|NN
eighteen,8,1477,7.3,4,2,2,minor|NN
eighteenth,10,349,5.86,5,2,3,JJ|NN
eighth,6,2412,7.79,3,1,2,JJ|NN
eighties,8,1439,7.27,4,2,3,NN
eightieth,9,13,2.56,5,2,3,NN
eightpence,10,0,0,6,2,2,NN
eightpenny,10,0,0,6,3,NULL,JJ
eighty,6,751,6.62,3,2,2,minor|NN
Eileen,6,1095,7,4,2,1,NN
Eileen's,8,15,2.71,5,2,2,encl
Einstein,8,5274,8.57,6,2,2,NN
Einstein's,10,982,6.89,7,2,3,encl
Eisenhower,10,1349,7.21,6,3,1,NN
Eisenhower's,12,60,4.09,8,4,NULL,NULL
either,6,192195,12.17,3,2,1,minor|RB
ejaculate,9,458,6.13,9,4,1,VB
ejaculated,10,211,5.35,11,5,2,VB
ejaculation,11,727,6.59,10,5,2,NN
eject,5,1513,7.32,5,2,2,VB
ejected,7,795,6.68,7,3,3,VB
ejection,8,532,6.28,6,3,3,NN
